filename: frame000230_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.11267073525138041	area_occluded_relative_to_gtbox: 0.11267073525138041	high_attention_area_occluded_slc: 0.37239174658529495	quadrants: []
filename: frame000132_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.4686155913978495	area_occluded_relative_to_gtbox: 0.19368279569892474	high_attention_area_occluded_slc: 0.486491935483871	quadrants: ['1', '2', '3', '4']
filename: frame000132_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.4686155913978495	area_occluded_relative_to_gtbox: 0.4686155913978495	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000166_rgb.pngbbox1	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5750413013089338	area_occluded_relative_to_gtbox: 0.5750413013089338	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000210_rgb.pngbbox0	sequence: small0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.12544478796010033	area_occluded_relative_to_gtbox: 0.07215773201889984	high_attention_area_occluded_slc: 0.03704135798868343	quadrants: ['4']
filename: frame000210_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.12544478796010033	area_occluded_relative_to_gtbox: 0.05328705594120049	high_attention_area_occluded_slc: 0.23350638744677127	quadrants: ['1']
filename: frame000210_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.12544478796010033	area_occluded_relative_to_gtbox: 0.12544478796010033	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000026_rgb.pngbbox1	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.9417307692307693	area_occluded_relative_to_gtbox: 0.9417307692307693	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000025_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.7570806100217865	area_occluded_relative_to_gtbox: 0.7570806100217865	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000088_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.6907407407407408	area_occluded_relative_to_gtbox: 0.6907407407407408	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000078_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.7269071094966268	area_occluded_relative_to_gtbox: 0.7269071094966268	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000080_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.8236018723823602	area_occluded_relative_to_gtbox: 0.8236018723823602	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000062_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.6391570881226054	area_occluded_relative_to_gtbox: 0.6391570881226054	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000092_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.6890527950310559	area_occluded_relative_to_gtbox: 0.6890527950310559	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000154_rgb.pngbbox0	sequence: small0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.47618745237490473	area_occluded_relative_to_gtbox: 0.46736093472186946	high_attention_area_occluded_slc: 0.15754381508763018	quadrants: ['2', '4']
filename: frame000154_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.47618745237490473	area_occluded_relative_to_gtbox: 0.008826517653035305	high_attention_area_occluded_slc: 0.47015494030988064	quadrants: ['1', '2', '3', '4']
filename: frame000154_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.47618745237490473	area_occluded_relative_to_gtbox: 0.4761874523749048	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000514_rgb.pngbbox0	sequence: small0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.550093943412909	area_occluded_relative_to_gtbox: 0.528086317418214	high_attention_area_occluded_slc: 0	quadrants: ['2', '4']
filename: frame000514_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.550093943412909	area_occluded_relative_to_gtbox: 0.02200762599469496	high_attention_area_occluded_slc: 0.5278514588859416	quadrants: ['1', '2', '3', '4']
filename: frame000514_rgb.pngbbox0	sequence: small0 big1	success: False	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.550093943412909	area_occluded_relative_to_gtbox: 0.550093943412909	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000263_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.4094116240133939	area_occluded_relative_to_gtbox: 0.4094116240133939	high_attention_area_occluded_slc: 0.07743362831858407	quadrants: []
filename: frame000099_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.8737980769230769	area_occluded_relative_to_gtbox: 0.8737980769230769	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000045_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.6429446778711485	area_occluded_relative_to_gtbox: 0.6429446778711485	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000462_rgb.pngbbox0	sequence: small0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.10912742077464789	area_occluded_relative_to_gtbox: 0.09127420774647887	high_attention_area_occluded_slc: 0.012599031690140846	quadrants: ['2', '4']
filename: frame000462_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.10912742077464789	area_occluded_relative_to_gtbox: 0.017853213028169015	high_attention_area_occluded_slc: 0.08207251320422536	quadrants: ['1', '2']
filename: frame000462_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.10912742077464789	area_occluded_relative_to_gtbox: 0.10912742077464789	high_attention_area_occluded_slc: 0.01287411971830986	quadrants: []
filename: frame000034_rgb.pngbbox1	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 1.0439024390243903	area_occluded_relative_to_gtbox: 1.0439024390243903	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000275_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.8600427350427351	area_occluded_relative_to_gtbox: 0.5979344729344729	high_attention_area_occluded_slc: 0	quadrants: ['3', '4']
filename: frame000275_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.8600427350427351	area_occluded_relative_to_gtbox: 0.2621082621082621	high_attention_area_occluded_slc: 0	quadrants: ['1', '2', '3', '4']
filename: frame000275_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.8600427350427351	area_occluded_relative_to_gtbox: 0.860042735042735	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000234_rgb.pngbbox1	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.0669848673862342	area_occluded_relative_to_gtbox: 0.0669848673862342	high_attention_area_occluded_slc: 0.6412648478602809	quadrants: []
filename: frame000175_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.6546528447444552	area_occluded_relative_to_gtbox: 0.6546528447444552	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000038_rgb.pngbbox1	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.7495987158908507	area_occluded_relative_to_gtbox: 0.7495987158908507	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000349_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.08270202020202021	area_occluded_relative_to_gtbox: 0.08270202020202021	high_attention_area_occluded_slc: 0.17145662978996312	quadrants: []
filename: frame000505_rgb.pngbbox0	sequence: small0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.29599083619702177	area_occluded_relative_to_gtbox: 0.2729831451480936	high_attention_area_occluded_slc: 0.037031582392407135	quadrants: ['4']
filename: frame000505_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.29599083619702177	area_occluded_relative_to_gtbox: 0.023007691048928164	high_attention_area_occluded_slc: 0.2406643757159221	quadrants: ['1', '2', '3', '4']
filename: frame000505_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.29599083619702177	area_occluded_relative_to_gtbox: 0.2959908361970217	high_attention_area_occluded_slc: 0.0515136638847979	quadrants: []
filename: frame000504_rgb.pngbbox0	sequence: small0 small1 big2	success: True	combination: big2	high_attention_area_without_occlussion_slc: 0.20722677109291562	area_occluded_relative_to_gtbox: 0.13271626913492346	high_attention_area_occluded_slc: 0.15873976504093984	quadrants: ['2', '4']
filename: frame000504_rgb.pngbbox0	sequence: small0 small1 big2	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.20722677109291562	area_occluded_relative_to_gtbox: 0.05028479886080456	high_attention_area_occluded_slc: 0.05368458526165895	quadrants: ['1', '3', '4']
filename: frame000504_rgb.pngbbox0	sequence: small0 small1 big2	success: True	combination: small1 big2	high_attention_area_without_occlussion_slc: 0.20722677109291562	area_occluded_relative_to_gtbox: 0.18300106799572802	high_attention_area_occluded_slc: 0.09875400498398007	quadrants: ['4']
filename: frame000504_rgb.pngbbox0	sequence: small0 small1 big2	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.20722677109291562	area_occluded_relative_to_gtbox: 0.02422570309718761	high_attention_area_occluded_slc: 0.22443930224279102	quadrants: ['1', '2', '3']
filename: frame000504_rgb.pngbbox0	sequence: small0 small1 big2	success: True	combination: small0 big2	high_attention_area_without_occlussion_slc: 0.20722677109291562	area_occluded_relative_to_gtbox: 0.15694197223211107	high_attention_area_occluded_slc: 0.09506941972232111	quadrants: ['2']
filename: frame000504_rgb.pngbbox0	sequence: small0 small1 big2	success: True	combination: small0 small1	high_attention_area_without_occlussion_slc: 0.20722677109291562	area_occluded_relative_to_gtbox: 0.07451050195799216	high_attention_area_occluded_slc: 0.05024919900320399	quadrants: ['1', '3']
filename: frame000504_rgb.pngbbox0	sequence: small0 small1 big2	success: True	combination: small0 small1 big2	high_attention_area_without_occlussion_slc: 0.20722677109291562	area_occluded_relative_to_gtbox: 0.20722677109291562	high_attention_area_occluded_slc: 0.05026699893200427	quadrants: []
filename: frame000237_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.06754437579680297	area_occluded_relative_to_gtbox: 0.06754437579680297	high_attention_area_occluded_slc: 0.4941404334608218	quadrants: []
filename: frame000194_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.6194599051741909	area_occluded_relative_to_gtbox: 0.5243764172335601	high_attention_area_occluded_slc: 0.054267161410018555	quadrants: ['2', '4']
filename: frame000194_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.6194599051741909	area_occluded_relative_to_gtbox: 0.0950834879406308	high_attention_area_occluded_slc: 0.397701504844362	quadrants: ['1', '2', '3', '4']
filename: frame000194_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.6194599051741909	area_occluded_relative_to_gtbox: 0.6194599051741909	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000035_rgb.pngbbox1	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.7777575536949399	area_occluded_relative_to_gtbox: 0.7777575536949399	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000258_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.6557864135778718	area_occluded_relative_to_gtbox: 0.6557864135778718	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000082_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.7771613499768839	area_occluded_relative_to_gtbox: 0.7771613499768839	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000473_rgb.pngbbox0	sequence: big0 small1	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.10057357594936708	area_occluded_relative_to_gtbox: 0.030636867088607595	high_attention_area_occluded_slc: 0.2889636075949367	quadrants: ['2', '4']
filename: frame000473_rgb.pngbbox0	sequence: big0 small1	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.10057357594936708	area_occluded_relative_to_gtbox: 0.06993670886075949	high_attention_area_occluded_slc: 0	quadrants: ['1']
filename: frame000473_rgb.pngbbox0	sequence: big0 small1	success: False	combination: big0 small1	high_attention_area_without_occlussion_slc: 0.10057357594936708	area_occluded_relative_to_gtbox: 0.10057357594936708	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000261_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5661715620827771	area_occluded_relative_to_gtbox: 0.5661715620827771	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000066_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.654312188168211	area_occluded_relative_to_gtbox: 0.654312188168211	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000500_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.1543225918225918	area_occluded_relative_to_gtbox: 0.1543225918225918	high_attention_area_occluded_slc: 0.030838530838530838	quadrants: []
filename: frame000201_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.30518018018018017	area_occluded_relative_to_gtbox: 0.20742376992376993	high_attention_area_occluded_slc: 0.13743069993069992	quadrants: ['3', '4']
filename: frame000201_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.30518018018018017	area_occluded_relative_to_gtbox: 0.09775641025641026	high_attention_area_occluded_slc: 0.35975398475398473	quadrants: ['1', '2', '3', '4']
filename: frame000201_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.30518018018018017	area_occluded_relative_to_gtbox: 0.30518018018018017	high_attention_area_occluded_slc: 0.1598232848232848	quadrants: []
filename: frame000089_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.6737256371814093	area_occluded_relative_to_gtbox: 0.6737256371814093	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000319_rgb.pngbbox0	sequence: small0	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.057044612943043554	area_occluded_relative_to_gtbox: 0.057044612943043554	high_attention_area_occluded_slc: 0.4573267501322518	quadrants: []
filename: frame000439_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.21706061761341974	area_occluded_relative_to_gtbox: 0.21706061761341974	high_attention_area_occluded_slc: 0.033568433091879527	quadrants: []
filename: frame000199_rgb.pngbbox0	sequence: big0 small1 big2	success: True	combination: big2	high_attention_area_without_occlussion_slc: 0.4168544600938967	area_occluded_relative_to_gtbox: 0.24145539906103286	high_attention_area_occluded_slc: 0.4287323943661972	quadrants: ['2', '3', '4']
filename: frame000199_rgb.pngbbox0	sequence: big0 small1 big2	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.4168544600938967	area_occluded_relative_to_gtbox: 0.020892018779342724	high_attention_area_occluded_slc: 0.3995305164319249	quadrants: ['1', '2', '3', '4']
filename: frame000199_rgb.pngbbox0	sequence: big0 small1 big2	success: True	combination: small1 big2	high_attention_area_without_occlussion_slc: 0.4168544600938967	area_occluded_relative_to_gtbox: 0.2623474178403756	high_attention_area_occluded_slc: 0.3336619718309859	quadrants: ['3', '4']
filename: frame000199_rgb.pngbbox0	sequence: big0 small1 big2	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.4168544600938967	area_occluded_relative_to_gtbox: 0.15450704225352113	high_attention_area_occluded_slc: 0.4890610328638498	quadrants: ['1', '2', '3', '4']
filename: frame000199_rgb.pngbbox0	sequence: big0 small1 big2	success: True	combination: big0 big2	high_attention_area_without_occlussion_slc: 0.4168544600938967	area_occluded_relative_to_gtbox: 0.395962441314554	high_attention_area_occluded_slc: 0.13497652582159625	quadrants: ['2', '4']
filename: frame000199_rgb.pngbbox0	sequence: big0 small1 big2	success: True	combination: big0 small1	high_attention_area_without_occlussion_slc: 0.4168544600938967	area_occluded_relative_to_gtbox: 0.17539906103286385	high_attention_area_occluded_slc: 0.45868544600938965	quadrants: ['1', '2', '3', '4']
filename: frame000199_rgb.pngbbox0	sequence: big0 small1 big2	success: False	combination: big0 small1 big2	high_attention_area_without_occlussion_slc: 0.4168544600938967	area_occluded_relative_to_gtbox: 0.4168544600938967	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000330_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.08178092399403875	area_occluded_relative_to_gtbox: 0.08178092399403875	high_attention_area_occluded_slc: 0.44878742717788916	quadrants: []
filename: frame000327_rgb.pngbbox0	sequence: small0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.07886362011013373	area_occluded_relative_to_gtbox: 0.0657405420868197	high_attention_area_occluded_slc: 0.3170635772008868	quadrants: ['1', '3']
filename: frame000327_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0	high_attention_area_without_occlussion_slc: 0.07886362011013373	area_occluded_relative_to_gtbox: 0.013123078023314024	high_attention_area_occluded_slc: 0.06865479510834585	quadrants: ['1']
filename: frame000327_rgb.pngbbox0	sequence: small0 big1	success: True	combination: small0 big1	high_attention_area_without_occlussion_slc: 0.07886362011013373	area_occluded_relative_to_gtbox: 0.07886362011013373	high_attention_area_occluded_slc: 0.3635307158692698	quadrants: []
filename: frame000205_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big1	high_attention_area_without_occlussion_slc: 0.20113636363636364	area_occluded_relative_to_gtbox: 0.12193181818181818	high_attention_area_occluded_slc: 0.21295454545454545	quadrants: ['3', '4']
filename: frame000205_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.20113636363636364	area_occluded_relative_to_gtbox: 0.07920454545454546	high_attention_area_occluded_slc: 0.1743939393939394	quadrants: ['1', '2']
filename: frame000205_rgb.pngbbox0	sequence: big0 big1	success: True	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.20113636363636364	area_occluded_relative_to_gtbox: 0.20113636363636364	high_attention_area_occluded_slc: 0.3740909090909091	quadrants: []
filename: frame000105_rgb.pngbbox1	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.5537993920972645	area_occluded_relative_to_gtbox: 0.5537993920972645	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000119_rgb.pngbbox0	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.7302365390600685	area_occluded_relative_to_gtbox: 0.7302365390600685	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000116_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big1	high_attention_area_without_occlussion_slc: 0.3840586656441718	area_occluded_relative_to_gtbox: 0.23806556748466257	high_attention_area_occluded_slc: 0	quadrants: ['3', '4']
filename: frame000116_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.3840586656441718	area_occluded_relative_to_gtbox: 0.1459930981595092	high_attention_area_occluded_slc: 0	quadrants: ['1', '2', '3', '4']
filename: frame000116_rgb.pngbbox0	sequence: big0 big1	success: False	combination: big0 big1	high_attention_area_without_occlussion_slc: 0.3840586656441718	area_occluded_relative_to_gtbox: 0.3840586656441718	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000024_rgb.pngbbox1	sequence: big0	success: False	combination: big0	high_attention_area_without_occlussion_slc: 0.8676923076923077	area_occluded_relative_to_gtbox: 0.8676923076923077	high_attention_area_occluded_slc: 0	quadrants: []
filename: frame000169_rgb.pngbbox0	sequence: big0	success: True	combination: big0	high_attention_area_without_occlussion_slc: 0.4816818774445893	area_occluded_relative_to_gtbox: 0.4816818774445893	high_attention_area_occluded_slc: 0.17079530638852672	quadrants: []
filename: frame000478_rgb.pngbbox0	sequence: small0 small1	success: True	combination: small1	high_attention_area_without_occlussion_slc: 0.11400900518222751	area_occluded_relative_to_gtbox: 0.056707161668507346	high_attention_area_occluded_slc: 0.13197689236258603	quadrants: ['4']
